,Unnamed: 0,_id,y,tags,language,x,category,timestamp,display_url,name,juso,id
0,0,"ObjectId(""5cd6e82b7bda6c426441ce46"")",37.5538421,"[""전지적참견시점"",""도토리앤다람쥐"",""전참시"",""본방사수"",""카더가든""]",ko,126.9294055,hongdae_restaurant,1557554934,https://scontent-icn1-1.cdninstagram.com/vp/225350bd6b831df7c8e0989ba68c4ec5/5D656D1A/t51.2885-15/e35/58410985_168018074216296_2359492592583926628_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,카페 도토리&다람쥐,서울특별시 마포구 와우산로 144-6 1층,2041241199398736877
1,1,"ObjectId(""5cd6e82b7bda6c426441ce47"")",37.5522164,"[""홍대맛집"",""로제파스타"",""서울여행"",""선팔하면맞팔"",""양식"",""고구마크림피자"",""daily"",""합격"",""파스타"",""상수"",""데일리"",""상수역맛집"",""서울"",""고구마"",""서울데이트"",""jmt"",""피자"",""홍대에"",""먹방"",""먹스타그램"",""먹스타"",""일상"",""맛집추천"",""맞팔"",""맛집"",""상수맛집"",""꽃게"",""소통"",""서울맛집"",""안녕파스타씨""]",ko,126.92113799999998,hongdae_restaurant,1557554828,https://scontent-icn1-1.cdninstagram.com/vp/d57c6414eef1748307680407f3cece23/5D5235A3/t51.2885-15/e35/58718090_419350405567209_8190037793136968093_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,홍대 안녕파스타씨,서울특별시 마포구 잔다리로6길 36 동천빌딩,2041240304653563050
2,2,"ObjectId(""5cd6e8377bda6c426441ce4d"")",37.5485714,"[""일상"",""2soyou"",""소통"",""daily"",""데일리"",""cafe"",""brunch""]",ko,126.92227959999998,hongdae_restaurant,1557539719,https://scontent-icn1-1.cdninstagram.com/vp/a8566f36436109058c39578a6592890d/5D566087/t51.2885-15/e35/s1080x1080/59303972_138938793855282_685398820195880162_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,2SOYOU,서울특별시 마포구 와우산로11길 9-8 2층,2041113565026208856
3,3,"ObjectId(""5cd6e8387bda6c426441ce4f"")",37.5623592,"[""먹스타"",""홍대맛집"",""연남동맛집"",""맛집추천"",""홍대"",""홍대와인"",""존맛탱"",""홍대술집"",""연남동술집"",""연남동와인바"",""물레방아"",""홍대와인바"",""와인바"",""존맛"",""먹방"",""먹스타그램"",""연남동물레방아"",""연남동와인"",""맛집"",""홍대물레방아"",""차곡이_맛집추천""]",ko,126.9260613,hongdae_restaurant,1557537576,https://scontent-icn1-1.cdninstagram.com/vp/9dd3632b41c0b6d938135e54e8040bd8/5D77758C/t51.2885-15/e35/58660044_407039010141560_7723390200800224596_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,감칠,서울특별시 마포구 동교로46길 23 2층,2041095587173353072
4,4,"ObjectId(""5cd6e8397bda6c426441ce50"")",37.5538421,"[""도토리앤다람쥐""]",ko,126.9294055,hongdae_restaurant,1557532988,https://scontent-icn1-1.cdninstagram.com/vp/69b7b87109311e46cd29121e3e36cf95/5D6863B5/t51.2885-15/e35/58409410_350852188953187_2168032755544651453_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,카페 도토리&다람쥐,서울특별시 마포구 와우산로 144-6 1층,2041057096883881262
5,5,"ObjectId(""5cd6e8487bda6c426441ce52"")",37.5635606,"[""나이쏘이"",""홍대맛집"",""연남동맛집"",""존맛탱"",""먹스타그램"",""갈비국수"",""푸드스타그램"",""jmt""]",ko,126.9253759,hongdae_restaurant,1557489859,https://scontent-icn1-1.cdninstagram.com/vp/6addf039d6c7b53a1e91517c92296af3/5D769F85/t51.2885-15/e35/s1080x1080/59734959_359603978004142_1173966606370416328_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,소이연남,서울특별시 마포구 동교로 267 1층,2040695311002184841
6,6,"ObjectId(""5cd6e8497bda6c426441ce53"")",37.5482434,"[""또와야지"",""홍대맛집"",""테이"",""상수동맛집"",""테이스티버거"",""구웃"",""크라켄버거"",""에그마니버거"",""맛나요"",""수제버거""]",ko,126.9207158,hongdae_restaurant,1557488458,https://scontent-icn1-1.cdninstagram.com/vp/e1db5258286eb0689a7f924f85ea98a6/5D74ED0E/t51.2885-15/e35/58745494_2342816449334373_4523657755622310103_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,테이스티버거,서울특별시 마포구 독막로 67-11 행운빌딩 1층,2040683554777602965
7,7,"ObjectId(""5cd6e8507bda6c426441ce55"")",37.5566766,"[""ichizen"",""망원동맛집"",""이치젠"",""망리단길"",""바질토마토"",""아이폰xs"",""텐동"",""멀리서다급하게대답하기""]",ko,126.9045365,hongdae_restaurant,1557478234,https://scontent-icn1-1.cdninstagram.com/vp/46878550af3dbf5464063900248035e1/5D57F2C3/t51.2885-15/e35/p1080x1080/58410902_437032556856810_5972235700213631778_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,Ichizen 이치젠,서울특별시 마포구 포은로 109 101호,2040597790396492609
8,8,"ObjectId(""5cd6e8537bda6c426441ce58"")",37.5509941,"[""홍대맛집"",""칵테일"",""lounge"",""루프탑"",""서울"",""촬영"",""합정맛집"",""1987rooftoplounge"",""selfie"",""일상"",""홍대"",""강남맛집"",""야경"",""대관"",""여름"",""연남동카페"",""라운지"",""맛집"",""rooftop"",""1987루프탑라운지홍대"",""브런치"",""1987루프탑라운지"",""논현"",""1987"",""JMT"",""데이트코스"",""분위기"",""bar"",""서울맛집""]",ko,126.9208147,hongdae_restaurant,1557473051,https://scontent-icn1-1.cdninstagram.com/vp/eee287b741d79a5ade4163850737ee02/5D64C554/t51.2885-15/e35/58409026_454763941945465_2121583768751149457_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,1987 루프탑라운지 홍대,서울특별시 마포구 잔다리로 20 5층,2040554314314082799
9,9,"ObjectId(""5cd6e8537bda6c426441ce59"")",37.5528341,"[""고기꾼김춘배홍대본점"",""홍대맛집"",""마포맛집"",""선팔하면맞팔"",""돼지고기"",""갈비살"",""instadaily"",""좋아요반사"",""서교동맛집"",""맛집탐방"",""instalike"",""instagood"",""고기맛집"",""목살"",""차돌된장찌개"",""오겹살"",""먹방"",""먹스타그램"",""팔로우"",""일상"",""foodporn"",""맛집추천"",""홍대"",""홍대입구맛집"",""좋아요"",""맛집"",""서교동"",""고기꾼김춘배"",""소통""]",ko,126.9215517,hongdae_restaurant,1557472843,https://scontent-icn1-1.cdninstagram.com/vp/3f2578d37065b1abf57598c59221757e/5D6E358E/t51.2885-15/e35/s1080x1080/58410051_183549709192275_685553844224247645_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,고기꾼김춘배,서울특별시 마포구 홍익로3길 36 3층,2040552564895672447
10,10,"ObjectId(""5cd6e8557bda6c426441ce5a"")",37.55713370000001,"[""홍대맛집"",""jmt"",""홍대"",""초밥뷔페"",""스시메이진""]",ko,126.9246273,hongdae_restaurant,1557469736,https://scontent-icn1-1.cdninstagram.com/vp/3524f820fec7a227030cdda02742f882/5D582B70/t51.2885-15/e35/59406051_173193527009613_5256691589136347610_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,홍대 스시메이진,서울특별시 마포구 양화로18길 3 삼양세븐스프링스,2040526501917840995
11,11,"ObjectId(""5cd6e8557bda6c426441ce5b"")",37.5543324,[],ko,126.927186,hongdae_restaurant,1557392453,https://scontent-icn1-1.cdninstagram.com/vp/ddf560dd6fbac9b4c0d257112953f056/5D64952F/t51.2885-15/e35/s1080x1080/60120807_890942984588959_462752170056223914_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,Little Papa Pho,서울특별시 마포구 와우산로27길 24 뉴빌503,2039878209420832003
12,12,"ObjectId(""5cd6e8567bda6c426441ce5d"")",37.5523524,"[""큰일났다"",""자꾸먹는다""]",ko,126.9205319,hongdae_restaurant,1557467576,https://scontent-icn1-1.cdninstagram.com/vp/b3d06769752bc761e8c2af42533a57fc/5D62D816/t51.2885-15/e35/58454142_297252994503422_2685570696533285677_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,탄탄면공방 홍대본점,서울특별시 마포구 잔다리로6길 25 재륜빌딩,2040508381667903047
13,13,"ObjectId(""5cd6e8577bda6c426441ce5e"")",37.55029860000001,"[""상수맛집"",""홍대데이트"",""홍대맛집"",""서울여행"",""홍대점심"",""hongikuniversity"",""합정맛집"",""홍대샤브샤브"",""홍대모임"",""먹스타그램"",""서울맛집"",""스앤샤"",""홍대밥집""]",ko,126.9216382,hongdae_restaurant,1557466169,https://scontent-icn1-1.cdninstagram.com/vp/ba4caec623ac2c748e9d012870c52cc2/5D7650FE/t51.2885-15/e35/59373610_166297931052858_6760743425764665444_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,홍대 스앤샤,서울특별시 마포구 와우산로17길 24 2층,2040496577438014793
14,14,"ObjectId(""5cd6e8577bda6c426441ce5f"")",37.5504836,[],ko,126.9195821,hongdae_restaurant,1557465740,https://scontent-icn1-1.cdninstagram.com/vp/ba946f64862fb4e99eddb5526f4d1672/5D52CD04/t51.2885-15/e35/p1080x1080/58410941_674697662988530_9146657297774139634_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,The Famous Burger,서울특별시 마포구 잔다리로3안길 24 1층,2040492982154618518
15,15,"ObjectId(""5cd6e8587bda6c426441ce60"")",37.5526649,"[""홍대맛집"",""혼카츠"",""감자튀김존맛"",""양이많아서남겼다"",""냉모밀"",""갈릭감자튀김"",""jmt"",""감자튀김"",""존맛탱"",""뿌듯"",""먹스타그램"",""맛스타그램"",""돈까스맛집"",""홍대"",""아쉽네"",""혼카츠돈까스"",""너무"",""데이트"",""시원하다"",""돈까스"",""역시"",""럽스타그램"",""행복""]",ko,126.9220529,hongdae_restaurant,1557463937,https://scontent-icn1-1.cdninstagram.com/vp/c2cb5dfa7f3820acca89be7228bcbe9a/5D6124FA/t51.2885-15/e35/57311738_288130612092971_3430387810835873452_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,홍대 혼카츠,서울특별시 마포구 와우산로21길 36-6 1층 102호,2040477855078771237
16,16,"ObjectId(""5cd6e85a7bda6c426441ce61"")",37.5525683,"[""홍대맛집"",""참치무한리필"",""존맛탱"",""참치회"",""JMT"",""합정맛집"",""참치뱃살"",""홍대참치무한리필"",""넘나맛있는것"",""서교동맛집"",""먹스타그램"",""맛집스타그램"",""참치가"",""서울맛집"",""맛스타그램"",""맛집"",""회스타그램"",""서교동횟집"",""먹방스타그램"",""참치스타그램"",""홍대참치가""]",ko,126.919018,hongdae_restaurant,1557460418,https://scontent-icn1-1.cdninstagram.com/vp/168efa275203e5d5083091a8059c3df0/5D5E2D47/t51.2885-15/e35/58740474_508303539704323_6657046870578079757_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,홍대 참치가,서울특별시 마포구 양화로 100-10 다내리빌딩,2040448336214315884
17,17,"ObjectId(""5cd6e85f7bda6c426441ce62"")",37.5517143,"[""우와"",""홍대맛집""]",ko,126.92222340000002,hongdae_restaurant,1557453205,https://scontent-icn1-1.cdninstagram.com/vp/74430d9acf680e6936b157048a4a1d21/5CD8CEE6/t51.2885-15/e35/58410765_138250327318540_3368480882456195982_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,홍대우와,서울특별시 마포구 와우산로21길 21-16 2층,2040386999073157734
18,18,"ObjectId(""5cd6e8607bda6c426441ce63"")",37.55403560000001,"[""바류식당"",""홍대""]",ko,126.9213239,hongdae_restaurant,1557451476,https://scontent-icn1-1.cdninstagram.com/vp/fd1fdeac17d62554657594b37f5db567/5CD8CF0B/t51.2885-15/e35/58410168_387126438539148_4768156560570221458_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,바류식당,서울특별시 마포구 홍익로5길 19 쏠라즈빌딩 1층,2040373324434370666
19,19,"ObjectId(""5cd6e8607bda6c426441ce64"")",37.5538421,"[""도토리앤다람쥐""]",ko,126.9294055,hongdae_restaurant,1557451224,https://scontent-icn1-1.cdninstagram.com/vp/905ea7bb7500a215606ab50de5b6799a/5D53FD82/t51.2885-15/e35/57462969_141231733682252_2449272678153437047_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,카페 도토리&다람쥐,서울특별시 마포구 와우산로 144-6 1층,2040371216569355653
20,20,"ObjectId(""5cd6e8707bda6c426441ce69"")",37.5488576,"[""홍대맛집"",""모녀스타그램"",""오사카규전골"",""하나노오오카미"",""이름도어려워"",""역시일본음식은달고짜고"",""엄마랑홍대데이트"",""규전골"",""먹스타그램"",""맛스타그램"",""홍대데이트"",""점심"",""엄마스타그램"",""데일리스타그램"",""목요스타그램"",""이름외우기어려운음식점이라메모해놔야할듯"",""데일리그램"",""✌"",""상수맛집"",""화산석구이"",""일본가정식"",""데이트스타그램"",""맛집스타그램""]",ko,126.9208769,hongdae_restaurant,1557403167,https://scontent-icn1-1.cdninstagram.com/vp/d1073d2717cb33b4660eb06014502c33/5D6FF9E5/t51.2885-15/e35/s1080x1080/58468815_315812239115696_4624898482273740544_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,하나노 오오카미,서울특별시 마포구 어울마당로 44 2층,2039968082030820170
21,21,"ObjectId(""5cd6e8707bda6c426441ce6a"")",37.5503027,"[""✍"",""홍대버프"",""존맛탱"",""셀스타그램"",""미니마블소다"",""홍대칵테일바"",""피나콜라다""]",ko,126.9208719,hongdae_restaurant,1557402205,https://scontent-icn1-1.cdninstagram.com/vp/8c24bc333c0c045de68fff025c280170/5D76B9F0/t51.2885-15/e35/p1080x1080/56542193_369568940328389_2642467730552698060_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,버프,서울특별시 마포구 어울마당로 55-2 정웅빌딩 2층,2039960012484178838
22,22,"ObjectId(""5cd6e87a7bda6c426441ce6b"")",37.5543324,[],ko,126.927186,hongdae_restaurant,1557139062,https://scontent-icn1-1.cdninstagram.com/vp/fb3537f07d38a116dff2e200fd34b40f/5D550DC5/t51.2885-15/e35/57870499_139880843802396_290603028256723392_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,Little Papa Pho,서울특별시 마포구 와우산로27길 24 뉴빌503,2037752610107493904
23,23,"ObjectId(""5cd6e87b7bda6c426441ce6c"")",37.55029860000001,"[""홍대맛집"",""instagram"",""오늘"",""일상그램"",""daily"",""데일리"",""음식"",""스앤샤"",""인스타그램"",""selfie"",""일상"",""셀스타"",""dailygram"",""데일리푸드"",""dinner"",""푸드"",""foodstagram"",""hongdae"",""데일리그램"",""식사"",""저녁"",""today"",""insta"",""밀푀유나베"",""food""]",ko,126.9216382,hongdae_restaurant,1557389961,https://scontent-icn1-1.cdninstagram.com/vp/883cc4864b5edcd1ec17dab242242b07/5D5FC5E1/t51.2885-15/e35/58409072_877442945943964_7080919014957679926_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,홍대 스앤샤,서울특별시 마포구 와우산로17길 24 2층,2039857303800404035
24,24,"ObjectId(""5cd6e87c7bda6c426441ce6f"")",37.5653902,"[""브런치"",""홍대맛집"",""연남동맛집"",""공감"",""연트럴파크"",""일상"",""힐링"",""수다"",""디에이프릴"",""연남동"",""연남동브런치"",""다잘될거야"",""소통"",""먹스타그램"",""화이팅"",""맛스타그램"",""데일리"",""힘내자""]",ko,126.9232933,hongdae_restaurant,1557387477,https://scontent-icn1-1.cdninstagram.com/vp/b5b591d5fa12e9a303bbe545e1f3fef1/5D77DC47/t51.2885-15/e35/58409306_278978092985626_4426846226355574707_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,디에이프릴,서울특별시 마포구 성미산로29안길 19 1층,2039836460912722749
25,25,"ObjectId(""5cd6e87d7bda6c426441ce70"")",37.55029860000001,"[""상수맛집"",""홍대맛집"",""밀푀유나베맛집"",""합정맛집"",""샤브샤브맛집"",""스앤샤""]",ko,126.9216382,hongdae_restaurant,1557386204,https://scontent-icn1-1.cdninstagram.com/vp/0db319b2bc2a7db84c046e9166930be3/5D55AE3C/t51.2885-15/e35/58724933_2528819363808351_8023018849045237639_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,홍대 스앤샤,서울특별시 마포구 와우산로17길 24 2층,2039825788263372773
26,26,"ObjectId(""5cd6e8807bda6c426441ce72"")",37.5623592,[],ko,126.9260613,hongdae_restaurant,1551615626,https://scontent-icn1-1.cdninstagram.com/vp/50df451ee605638623083661878ec661/5D590CAB/t51.2885-15/e35/53788346_421669331733528_5277199875067327176_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,감칠,서울특별시 마포구 동교로46길 23 2층,1991418666630363276
27,27,"ObjectId(""5cd6e8827bda6c426441ce75"")",37.5528341,"[""고기꾼김춘배홍대본점"",""홍대데이트"",""홍대맛집"",""홍대고기맛집"",""고기꾼김춘배"",""홍대고기"",""고기는사랑입니다"",""일상"",""고기스타그램"",""먹스타그램"",""아플땐고기"",""일상스타그램"",""낼출근실화냐""]",ko,126.9215517,hongdae_restaurant,1557377862,https://scontent-icn1-1.cdninstagram.com/vp/2f352ca47a1ab33e28b7dfd0b0fdc1cd/5D5C9E4E/t51.2885-15/e35/57325365_446473802823672_204149108449924738_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,고기꾼김춘배,서울특별시 마포구 홍익로3길 36 3층,2039755805720548560
28,28,"ObjectId(""5cd6e8867bda6c426441ce77"")",37.5607855,"[""경의선숲길"",""사케동"",""살치살스테끼동"",""킨지""]",ko,126.9235044,hongdae_restaurant,1557371739,https://scontent-icn1-1.cdninstagram.com/vp/4a4405b317199d3a5c1b046d27913229/5D6DB250/t51.2885-15/e35/s1080x1080/58787628_2341875529203206_4469920479748289678_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,킨지,서울특별시 마포구 동교로 227-11 2층,2039704445495120678
29,29,"ObjectId(""5cd6e8877bda6c426441ce78"")",37.5485714,"[""일상"",""2soyou"",""소통"",""daily"",""데일리"",""cafe""]",ko,126.92227959999998,hongdae_restaurant,1557369665,https://scontent-icn1-1.cdninstagram.com/vp/1d826791b88ed92e48920938ecfd7a6d/5D72D7AB/t51.2885-15/e35/s1080x1080/59376372_1133522540172923_3015294315707760366_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,2SOYOU,서울특별시 마포구 와우산로11길 9-8 2층,2039687046575899087
30,30,"ObjectId(""5cd6e8877bda6c426441ce79"")",37.5653902,[],ko,126.9232933,hongdae_restaurant,1557368932,https://scontent-icn1-1.cdninstagram.com/vp/2ba2858cd284fa2959004a237c4c772c/5D5609E6/t51.2885-15/e35/57379496_133593647811025_2388389180153360378_n.jpg?_nc_ht=scontent-icn1-1.cdninstagram.com,디에이프릴,서울특별시 마포구 성미산로29안길 19 1층,2039680897961067448
